"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.024695872605932,0.0442080586148007,0.0211666393898031,0.0248367044588437,0.037247869750204,0.0393897492462336,0.0248707792695878,0.0340088305051642,0.0431549704083561,0.0415905194688249
