"CPLE6","CYRE3","ECOR3","ELET6","ENBR3","GOAU4","MRFG3","MRVE3","TAEE11","USIM5"
0.0293022710840095,0.0264662524422146,0.0258870442941223,0.0259256200873397,0.0149008093862312,0.0488396912106921,0.0210465153206503,0.0184521964165568,0.0204936140581051,0.0576329329138784
