"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.0177924057533529,0.031846203538785,0.0109580577391971,0.0154336925270264,0.0235697900393994,0.0219208218015789,0.0191220045323059,0.0215954040872448,0.0280862575886125,0.0299706838106522
