"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000161709770240269,0.000131902068903471,3.98427781984671e-05,6.46083946264768e-05,8.63536748125074e-05,9.26657584249683e-05,6.00222521153994e-05,6.81779958463438e-05,5.52682095469382e-05,0.000132507520027842
0.000131902068903471,0.000968473178448442,0.000132543294946914,0.000132935333775371,0.00051658628429119,0.000516912060703478,0.000202948629131138,0.00029223196676754,0.00030620658341366,0.000690377505036325
3.98427781984671e-05,0.000132543294946914,0.000157056346061389,6.52597349981951e-05,9.74391757958727e-05,0.000126294627467012,6.86858552891363e-05,0.000109616373379146,8.19242015684848e-05,0.000158469838515048
6.46083946264768e-05,0.000132935333775371,6.52597349981951e-05,0.000210458625541797,9.81635817213854e-05,0.000111871398934401,5.61984639573441e-05,0.00010918207317633,0.000115614765763802,0.000178992848532457
8.63536748125074e-05,0.00051658628429119,9.74391757958727e-05,9.81635817213854e-05,0.000663318702368059,0.000565952416398092,0.000117560230768488,0.000217973662266073,0.000175565304320386,0.000487888829335092
9.26657584249683e-05,0.000516912060703478,0.000126294627467012,0.000111871398934401,0.000565952416398092,0.000641130682836525,0.000132361682597446,0.000232663745105791,0.000209632935190807,0.000533345108787354
6.00222521153994e-05,0.000202948629131138,6.86858552891363e-05,5.61984639573441e-05,0.000117560230768488,0.000132361682597446,0.000358018778338719,0.000124201552769887,0.000100213055344981,0.000184624521013522
6.81779958463438e-05,0.00029223196676754,0.000109616373379146,0.00010918207317633,0.000217973662266073,0.000232663745105791,0.000124201552769887,0.000567244573693078,0.000184039768475006,0.000334819758150649
5.52682095469382e-05,0.00030620658341366,8.19242015684848e-05,0.000115614765763802,0.000175565304320386,0.000209632935190807,0.000100213055344981,0.000184039768475006,0.000559035080313218,0.000321638603439764
0.000132507520027842,0.000690377505036325,0.000158469838515048,0.000178992848532457,0.000487888829335092,0.000533345108787354,0.000184624521013522,0.000334819758150649,0.000321638603439764,0.00107386366031015
