"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000852947567207291,0.000673820107726638,0.000359827987279109,0.000458089709863629,0.000621695229754852,0.000665058278402931,0.000371789583311167,0.00063584981217401,0.000848387781730026,0.000630589192403296
0.000673820107726638,0.00242880486377347,0.000587614284937543,0.000671978160621404,0.00160498283254674,0.00168581205662682,0.000400427406167387,0.000945786669574182,0.001336574912446,0.00183789853000893
0.000359827987279109,0.000587614284937543,0.000511604147622086,0.000459932758835984,0.000506393009705646,0.000544932462838633,0.000223992230524824,0.000450419061030334,0.000709297065864676,0.00056392715924057
0.000458089709863629,0.000671978160621404,0.000459932758835984,0.000767962752852666,0.00065681407995397,0.000698766282280645,0.000306776790778818,0.000638625843780102,0.000859479299494147,0.000702876930959792
0.000621695229754852,0.00160498283254674,0.000506393009705646,0.00065681407995397,0.00170006668218577,0.00170376812452301,0.000375771215374577,0.00088837529663457,0.00125306621842096,0.00157364666070783
0.000665058278402931,0.00168581205662682,0.000544932462838633,0.000698766282280645,0.00170376812452301,0.0018162748388883,0.000393182643139537,0.000917088797666528,0.00132044937896194,0.00165073185082258
0.000371789583311167,0.000400427406167387,0.000223992230524824,0.000306776790778818,0.000375771215374577,0.000393182643139537,0.000679770378882795,0.000439414933359321,0.000524781603285464,0.00038444954077928
0.00063584981217401,0.000945786669574182,0.000450419061030334,0.000638625843780102,0.00088837529663457,0.000917088797666528,0.000439414933359321,0.00139526152226454,0.00112823472855473,0.000874523636502169
0.000848387781730026,0.001336574912446,0.000709297065864676,0.000859479299494147,0.00125306621842096,0.00132044937896194,0.000524781603285464,0.00112823472855473,0.00211047813347949,0.00131254736950825
0.000630589192403296,0.00183789853000893,0.00056392715924057,0.000702876930959792,0.00157364666070783,0.00165073185082258,0.00038444954077928,0.000874523636502169,0.00131254736950825,0.00220438480481135
