"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000444584253032033,0.000127203853071817,9.79834196497373e-05,0.000107454743953392,0.00013061765561704,0.000132017799009748,0.000143012881026699,0.000181917140166239,0.000234644428554889,0.000135189056444225
0.000127203853071817,0.00107967221683825,1.90442160530137e-05,5.80669723973533e-05,0.000577023168595292,0.000540521159637745,6.98404844670745e-06,0.000204797605468581,0.000236856813157861,0.000779897046541997
9.79834196497373e-05,1.90442160530137e-05,0.000194864645946169,0.000168177003580126,2.07994259560224e-05,2.72384459462444e-05,0.000100880119905452,0.000132692450399987,0.000184297330242581,8.26809918152631e-06
0.000107454743953392,5.80669723973533e-05,0.000168177003580126,0.000368698956358184,7.37374120049779e-05,6.86700023806805e-05,0.000131647565129809,0.000172947928202924,0.000238519855832642,5.52867448698376e-05
0.00013061765561704,0.000577023168595292,2.07994259560224e-05,7.37374120049779e-05,0.000590333305826545,0.000530174268670809,2.46757428370474e-07,0.000109961538560666,0.00017694582511272,0.000582715590477191
0.000132017799009748,0.000540521159637745,2.72384459462444e-05,6.86700023806805e-05,0.000530174268670809,0.000510181664328803,8.52791113552818e-06,0.000109808751683774,0.00018018051059854,0.000551654509693331
0.000143012881026699,6.98404844670745e-06,0.000100880119905452,0.000131647565129809,2.46757428370474e-07,8.52791113552818e-06,0.000408417334808987,0.000148781717991234,0.00018455532593995,2.06196191867925e-05
0.000181917140166239,0.000204797605468581,0.000132692450399987,0.000172947928202924,0.000109961538560666,0.000109808751683774,0.000148781717991234,0.00048649907516636,0.000258113066680032,0.000147390961804651
0.000234644428554889,0.000236856813157861,0.000184297330242581,0.000238519855832642,0.00017694582511272,0.00018018051059854,0.00018455532593995,0.000258113066680032,0.000803126078276847,0.000243103453585904
0.000135189056444225,0.000779897046541997,8.26809918152631e-06,5.52867448698376e-05,0.000582715590477191,0.000551654509693331,2.06196191867925e-05,0.000147390961804651,0.000243103453585904,0.000999719728675822
