"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000443547533311967,0.000134688415866257,0.000114658389684888,0.000127487326633386,0.00013574374145143,0.000142271887085787,0.000143472056533879,0.000165692253881786,0.000224177725092491,0.000121048896299471
0.000134688415866257,0.00103634449487264,3.2695948750125e-05,4.20304061301356e-05,0.000574402666409838,0.000552037544135339,2.66968391893517e-05,0.000157440279116858,0.000197329859774219,0.000721943772299423
0.000114658389684888,3.2695948750125e-05,0.000200350617747092,0.000171764132076793,4.81457361228088e-05,5.51794292865067e-05,0.000108390481685382,0.000127662098850761,0.00017897802834254,4.62068990844094e-05
0.000127487326633386,4.20304061301356e-05,0.000171764132076793,0.000369775106042359,8.38626312938978e-05,8.1651989170043e-05,0.000121270793852217,0.000183675133566131,0.000234911157436233,6.48317832108254e-05
0.00013574374145143,0.000574402666409838,4.81457361228088e-05,8.38626312938978e-05,0.000584616418077442,0.000537996011451589,3.16589615283883e-05,0.000103155051038161,0.000161962608481544,0.000556627078763861
0.000142271887085787,0.000552037544135339,5.51794292865067e-05,8.1651989170043e-05,0.000537996011451589,0.000527569587893566,4.13016970642222e-05,0.000108735611588485,0.000167804321276602,0.00054700361231465
0.000143472056533879,2.66968391893517e-05,0.000108390481685382,0.000121270793852217,3.16589615283883e-05,4.13016970642222e-05,0.000418048368094754,0.000135982324016395,0.000179418845909519,3.06492171973255e-05
0.000165692253881786,0.000157440279116858,0.000127662098850761,0.000183675133566131,0.000103155051038161,0.000108735611588485,0.000135982324016395,0.000472823588183399,0.000239355937391714,0.000106882246401279
0.000224177725092491,0.000197329859774219,0.00017897802834254,0.000234911157436233,0.000161962608481544,0.000167804321276602,0.000179418845909519,0.000239355937391714,0.000730560675712333,0.00017249217561053
0.000121048896299471,0.000721943772299423,4.62068990844094e-05,6.48317832108254e-05,0.000556627078763861,0.00054700361231465,3.06492171973255e-05,0.000106882246401279,0.00017249217561053,0.000891375963109255
