"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
9.63233888880871e-05,9.87569251271868e-05,2.52827805737475e-05,3.08117342960634e-05,7.27839548609375e-05,7.18530734234828e-05,3.09372125722325e-05,5.73331133360241e-05,4.66977003474009e-05,9.28556243467865e-05
9.87569251271868e-05,0.00105269045638467,0.000150528328229739,0.000142772030155536,0.000566495553720763,0.000656067143628681,0.000116903769152847,0.000310643331819589,0.000149136128418975,0.000757723771892063
2.52827805737475e-05,0.000150528328229739,0.000123605551053899,5.27985829999201e-05,9.63848008178817e-05,0.000141087169279098,4.8094173363661e-05,0.000123627771768586,4.65521075900522e-05,0.000154908047964995
3.08117342960634e-05,0.000142772030155536,5.27985829999201e-05,0.00014612890791452,8.97537067284114e-05,0.000130032932241332,4.33801224374326e-05,0.000105755517541853,3.58749030497717e-05,0.000142061191500127
7.27839548609375e-05,0.000566495553720763,9.63848008178817e-05,8.97537067284114e-05,0.00064231450213262,0.000641565743240314,9.14787639108372e-05,0.00024599353194462,9.90939949991148e-05,0.000505486274183216
7.18530734234828e-05,0.000656067143628681,0.000141087169279098,0.000130032932241332,0.000641565743240314,0.000868046243573999,0.00010922241831256,0.000338368324706133,0.00011524386966857,0.000646819416546211
3.09372125722325e-05,0.000116903769152847,4.8094173363661e-05,4.33801224374326e-05,9.14787639108372e-05,0.00010922241831256,0.000190704484948429,0.000115489003722481,4.65658970373741e-05,8.51773843469713e-05
5.73331133360241e-05,0.000310643331819589,0.000123627771768586,0.000105755517541853,0.00024599353194462,0.000338368324706133,0.000115489003722481,0.000640502347366546,0.000108096249252615,0.00033334777906396
4.66977003474009e-05,0.000149136128418975,4.65521075900522e-05,3.58749030497717e-05,9.90939949991148e-05,0.00011524386966857,4.65658970373741e-05,0.000108096249252615,0.000155738026723379,0.00014302777348086
9.28556243467865e-05,0.000757723771892063,0.000154908047964995,0.000142061191500127,0.000505486274183216,0.000646819416546211,8.51773843469713e-05,0.00033334777906396,0.00014302777348086,0.0010474755935997
