"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000356055356749167,8.88288247381796e-05,8.34612168673043e-05,8.76445841567748e-05,0.000105519773323225,0.000103745638613332,0.000141069349690826,0.000148375989639083,0.000159619608314542,0.000110439362916977
8.88288247381796e-05,0.001025869954944,4.45944061911653e-05,9.11658077330576e-05,0.000574866078550025,0.000528992230159336,3.81020476464621e-05,0.000173540301962972,0.000294324536332046,0.000761602447792223
8.34612168673043e-05,4.45944061911653e-05,0.000155745842929728,0.000141017810769956,2.73714759987978e-05,3.21621078807404e-05,9.47015070805349e-05,0.000127721680023107,0.00016460247970354,1.15434290916913e-05
8.76445841567748e-05,9.11658077330576e-05,0.000141017810769956,0.000323401653263133,8.4341591879063e-05,8.20001467766659e-05,0.000100658120934981,0.000156324909091786,0.000212726771710741,6.42566721859829e-05
0.000105519773323225,0.000574866078550025,2.73714759987978e-05,8.4341591879063e-05,0.000591216172969923,0.00052227734284123,2.28092956300314e-05,8.94581152493861e-05,0.000214001184566958,0.000595673406918145
0.000103745638613332,0.000528992230159336,3.21621078807404e-05,8.20001467766659e-05,0.00052227734284123,0.000495511993604293,3.04825489972272e-05,8.96273913414078e-05,0.000209251782124045,0.000550723812522683
0.000141069349690826,3.81020476464621e-05,9.47015070805349e-05,0.000100658120934981,2.28092956300314e-05,3.04825489972272e-05,0.000371030322226189,0.00014024145960584,0.000153562948090431,5.84017470771935e-05
0.000148375989639083,0.000173540301962972,0.000127721680023107,0.000156324909091786,8.94581152493861e-05,8.96273913414078e-05,0.00014024145960584,0.000439417858840693,0.000257348996201123,0.000132690829895107
0.000159619608314542,0.000294324536332046,0.00016460247970354,0.000212726771710741,0.000214001184566958,0.000209251782124045,0.000153562948090431,0.000257348996201123,0.000716177957103805,0.000281264801239386
0.000110439362916977,0.000761602447792223,1.15434290916913e-05,6.42566721859829e-05,0.000595673406918145,0.000550723812522683,5.84017470771935e-05,0.000132690829895107,0.000281264801239386,0.000987621897937563
