"ABEV3","CSNA3","EGIE3","EQTL3","GGBR4","GOAU4","RADL3","RAIL3","UGPA3","USIM5"
0.000118682199053025,0.000104752107271547,2.51147022411439e-05,5.46945663023324e-05,6.61331176638681e-05,6.20013252101647e-05,5.14062843262281e-05,4.54089946959922e-05,4.00534458656071e-05,0.000109015664782594
0.000104752107271547,0.00101929534740766,0.000117185315071312,0.000116373455674785,0.000508298887516078,0.0005343432912787,0.000182365375228991,0.000254786479304111,0.000225339624595065,0.000728467073504976
2.51147022411439e-05,0.000117185315071312,0.000144062326471293,5.24153055435247e-05,7.8549775074594e-05,0.000104050990462981,6.10194321540876e-05,8.16856334949265e-05,4.60196504279039e-05,0.000134972893151339
5.46945663023324e-05,0.000116373455674785,5.24153055435247e-05,0.000175437744312857,8.36035136238244e-05,9.87582563236764e-05,6.01659607099402e-05,7.82229626225635e-05,7.41804463829815e-05,0.000141560840921683
6.61331176638681e-05,0.000508298887516078,7.8549775074594e-05,8.36035136238244e-05,0.00063437025097126,0.000577003111936888,0.00010699589748319,0.000169408579403501,0.000117816921092365,0.000491146770738627
6.20013252101647e-05,0.0005343432912787,0.000104050990462981,9.87582563236764e-05,0.000577003111936888,0.000688798702424805,0.00011946657583246,0.000212322004949517,0.000147369572287389,0.000563457980507063
5.14062843262281e-05,0.000182365375228991,6.10194321540876e-05,6.01659607099402e-05,0.00010699589748319,0.00011946657583246,0.000296714841635261,0.000115795093791957,5.7667038606293e-05,0.000139061758659626
4.54089946959922e-05,0.000254786479304111,8.16856334949265e-05,7.82229626225635e-05,0.000169408579403501,0.000212322004949517,0.000115795093791957,0.000548511673947357,0.000114724583513389,0.000262951467724612
4.00534458656071e-05,0.000225339624595065,4.60196504279039e-05,7.41804463829815e-05,0.000117816921092365,0.000147369572287389,5.7667038606293e-05,0.000114724583513389,0.000337836736861942,0.000205663560716547
0.000109015664782594,0.000728467073504976,0.000134972893151339,0.000141560840921683,0.000491146770738627,0.000563457980507063,0.000139061758659626,0.000262951467724612,0.000205663560716547,0.00113776803998696
