"ABEV3","BBSE3","BRML3","BBDC3","BBDC4","BRAP4","BBAS3","BRKM5","BRFS3","CCRO3","CMIG4","CIEL3","CPLE6","CSAN3","CPFE3","CYRE3","ECOR3","ELET3","ELET6","EMBR3","ENBR3","EGIE3","EQTL3","GGBR4","GOAU4","HYPE3","ITSA4","ITUB4","JBSS3","KLBN11","RENT3","LREN3","MRFG3","MRVE3","MULT3","PETR3","PETR4","QUAL3","RADL3","RAIL3","SBSP3","SANB11","CSNA3","TAEE11","UGPA3","USIM5","VALE3","WEGE3","I"
-0.0358545491970358,-0.0616522743904993,-0.0207206622397358,-0.0146342527170361,-0.0145225602244684,-0.0581160388833363,-0.0339215174778267,-0.0188266484932003,-0.00943031355637391,-0.0318724923732833,-0.0520937759423304,-0.0410834824115205,-0.0534984065480811,-0.0476193928570204,-0.0250330220013678,-0.0293332426443773,-0.062868404550748,-0.057291748456249,-0.0517242270410897,-0.0288175658373783,-0.0639532640612668,-0.0247834768527063,-0.0362150145978622,-0.0236560879103584,-0.0361450780359885,-0.0285583300395661,-0.0406977566358349,-0.0450311887038112,-0.0242912873282974,-0.0643923925916791,-0.0531426477498919,-0.0555557056264235,-0.0188977699145806,-0.0403228744878724,-0.010789378551598,0.0116687131302002,0.0253732687920558,-0.0268929512947385,-0.00901951016228419,-0.0400639737559362,-0.0412045590072455,-0.0388214727850966,-0.0349998713842908,-0.0358208751606933,-0.0488006287450704,-0.0580641683540489,-0.0260936505208319,-0.0207359201958388,-0.0278892733564013
0.0156886099621405,0.0639510063172668,-0.00184007830351229,0.00779157512485718,0.00363390900874827,0.0106379282558329,0.00351098344733525,-0.0431735317105821,0.018996651641928,0.0255143576617374,-0.0282683115017249,0.0478112511566102,-0.0221735171767067,0.00500035525000286,0.0135136895389933,0.0453295259502182,-0.0146748418629031,0.0220993337508621,0.00909080608293134,0,0.0523514354079271,0.0119409574853899,0.0484850294111587,-0.0462554733208665,-0.0812495554050885,0.0118538948308264,0.016667025749652,0.0083567776420026,-0.0497927110608706,-0.00273471513019452,0.0248393832872413,0.0712076649988485,-0.044943664294379,0.0192079422622708,0.0162277313688253,-0.0253749869631069,-0.0276566713786168,0.0269088688232764,0.0466441335156058,-0.050083438414762,0.011019578960473,-0.0150169352760842,-0.049222824687149,-0.0154798249242198,0.0229564485577516,-0.0821915268677493,-0.0133964450536248,0.0484972872927738,0.00659690088037768
-0.00972548640586457,-0.00782216011687786,-0.0110599170151536,-0.0176994300828524,-0.0141733071690612,-0.0694738638406374,0,0.0701890018481699,-0.0199094771760772,-0.0136434403373203,-0.0509092170224299,0.0154073919302826,-0.00400175235971156,-0.0190716414273874,-0.0100001285220481,-0.0381076536772168,0.0212764964564962,-0.0180178895444223,0.0150151780667165,-0.0143246135278039,0.00674520014788427,-0.0148260361650757,0.00578022170143155,-0.0808313477857721,-0.129251739695649,0.0056231422197961,0.00894125612017072,-0.00394683364293424,-0.0917031325762138,0.00274221430514499,0.00919381147001097,-0.00578025875738064,-0.00504199849049902,-0.0235571135877769,0,-0.0461538461538462,-0.0419159380615015,-0.0049575965562122,0.00923930510779325,-0.08260114786226,-0.0326977079221841,-0.022869219482386,-0.0790191003069254,0.00314418157029439,-0.00714027234583792,-0.0895528155408016,-0.0734823936184891,-0.0228015571129885,-0.0152290247294844
-0.0265740933456819,-0.0394192781067821,-0.00372786892601629,-0.0320318719125021,-0.0202342884203967,-0.0633481202144054,-0.0237925103176776,-0.0270270364590776,-0.0393352003220504,-0.0602115910368244,-0.0555555288439579,0.00379329914081339,-0.0482139686794741,-0.0109888978477152,-0.0404039516062753,0.00546463867083724,-0.0541667077505138,-0.0495413165484028,-0.0236686962269224,-0.021799256480136,-0.0619766615861105,-0.0233414764055543,-0.0275861098511061,-0.0452263215525029,-0.0625001372205914,-0.0163093852149656,-0.0147707678859197,-0.0190172410993832,0.0576921713055294,-0.0360072168844422,-0.00621139460186759,-0.0162795312005589,-0.0422297903157945,-0.00482520174285783,-0.0261779237519743,-0.0285360887008577,-0.0218748749335693,-0.0213520135188462,0.0129239952562996,-0.128352322154323,-0.0636619802067465,-0.0276595223927949,-0.0236683328361209,-0.0332283654325839,-0.0402398735124162,-0.0573768119856314,-0.0594827284816576,-0.028666794330486,-0.0258061427237689
0.0130563803760779,0.0190066100195043,0.00841916694381295,-0.00206838509460217,-0.0195650192422206,-0.0120773532281282,0,0.00259253852491459,0.0192233034582596,-0.00432916477850065,-0.0466531553752693,0.0174417957217174,-0.0459669382878287,0,-0.00280724546934463,0.0190215195694936,-0.0484580321689001,-0.0270269287054072,-0.0323232644860608,0.00353729860571828,0.0357143877021655,-0.0141510234446808,0.0135935123227222,0.0342106961337345,0.0416670569830728,-0.000473789577826067,0,0.00040351732602506,0.018182080606902,-0.0174941257532841,0,-0.00236403107686745,0.0405644525998712,0.00121224466286196,0.00672022533606365,0.00383154841669597,0.00159732147331648,-0.00581830050217924,-0.00797440036485852,-0.0549450839587602,0.0120336609071887,0,0.0363635442422279,0.0428015281043141,0.0160571421027682,0.0260871344879634,-0.0339138880876939,-0.00480416866790478,-0.00203956259982796
-0.0158174204385985,-0.0313692386823278,0.00649343547018422,-0.0191709598776435,-0.0282704539094403,-0.0391200925509475,-0.0286740803109303,0.0254893844714212,-0.0233873240204515,-0.0113044620715705,0.0127659142719674,-0.0471426564988134,0.010324713699027,0.00170966752681401,0.00351880182127373,-0.00133327796797611,0.00231485749450799,-0.0079367987439114,-0.0375783082135396,-0.00387727694302098,0.00344819346330816,0.00159487735595021,-0.00174948503061589,-0.0381680475193954,-0.024000890295776,-0.00568698444958515,-0.0119943886491606,-0.0117071736889576,0.0196427449257079,-0.0495667418194594,0.0016666447003455,-0.0284357565235531,0.0169490904490959,0.0181595581464371,0.0264353865107476,-0.0356235759794764,-0.0287078339636218,0.0351134765174603,-0.00133986838829248,-0.0465117470203494,0.0255647196069235,0.00218805102089203,-0.0146200666770713,0.0105720480085325,-0.0263387905459215,0.016948932800648,-0.0284628044855421,-0.0227585287338806,-0.0163006008076431
0.0107143734440636,0.0166302221117482,-0.0184331950252561,0.00686744478850798,-0.00570471710819409,-0.0865138445980786,-0.0346862773344746,-0.0410661377325692,-0.0291618712437894,0.029023966715092,0.0189080271588027,0.00359809079276641,-0.000486421177976148,-0.0533279667682893,-0.0133239217332701,0.00667547799910628,0.0207850685548692,0.0260001437193875,0.0184383464134132,0.0226467575227451,-0.005154451003341,0.00350357276088276,0.00700919483603157,-0.0291004135017636,-0.032786979651963,0.0319352888787148,-0.0121391487832176,0.00449247049297519,-0.0280208687168809,0.0126579809255996,-0.060732211166959,0.0231707946458255,-0.0266667825100017,0.0214034030134795,-0.00624351779079535,-0.0765171814095352,-0.0919541204241057,0.00282655732652226,0.0155619654542962,-0.0365853420322694,0.023188480623805,0.012372719216635,-0.026705884912234,-0.00430764811252093,0.00703314769204555,-0.0416666258054963,-0.0810547018245675,0.0444598872483817,-0.0109136420525657
-0.00883387504027799,-0.00817902109939028,0.0187793586048688,-0.00367266686966872,-0.0143431306275503,-0.0640669561729058,-0.0183483555322912,-0.0236665287258052,-0.013725811517224,-0.00341888730230422,-0.0329899105210129,-0.0188227019108773,-0.0287241539304166,0.0365029477995451,0.0127931910045567,0.00663121149267942,-0.0316740119744841,-0.0155946259273392,-0.0202342955037637,-0.0224914010333087,-0.0328153973770147,-0.00507811897406263,0.00348053815926952,-0.0653951425340886,-0.0762705204019177,0.00230957155079237,0.00307207962747635,-0.0154526398469154,-0.0216218146056748,-0.0174996250021711,0.00575723219860191,0.0035755499486807,-0.0188355508258337,-0.0221189764379679,0.00837690371392452,-0.0285711422851118,-0.0470162527889262,-0.00986607947383611,-0.000792580475389104,-0.156962138883905,0.0266289691535888,-0.00934584538388206,-0.0243903108499063,0.00432628422258663,-0.0148637405864105,-0.104347514646064,-0.0435706471093955,-0.0371618860831903,-0.0144252669939768
0.00118841962840377,0.0329859470113538,0.0322580158287307,0.0110583230338146,0.030267721857606,0.041666764257424,0.0560744766904564,-0.0303961191020909,-0.00141194406607481,-0.000857384090903412,-0.0149251415052184,-0.00730824238312777,-0.0235592339140906,0.00521754096407356,-0.00210535420848212,-0.0184453017561729,-0.0186919315930971,-0.0198018398030935,-0.00760890015515991,-0.00495565163974976,0.00535735533189241,-0.0191385915576745,-0.0216764557741859,0.0291546031868331,0.0275226755908029,-0.0230416903210561,0.00459472260178884,0.0144564020620608,-0.0193370347002283,0.0111958810892996,0.0176137906845262,-0.00653200830090905,0.00698077800837482,0,0.00623055148619889,0.0632353945591222,0.0796962974572899,-0.00427032085569701,0.00740370449208627,-0.216216159340492,0.00607059712019176,-0.0217706102061933,0.0312499874398771,0.00738473692133668,0.0210870071834792,0.00970918156329481,0.0722220775813556,0.00070183799946788,0.0142769104354972
-0.0154301828361535,-0.0420167838036438,0.00357143170459318,-0.0432293155262046,-0.0254230712006321,-0.0285710109945582,-0.0383477457517124,-0.00238099401344039,-0.0294890141359015,-0.030043272367558,-0.0259739272010775,0.004907866607466,-0.0195075701842151,-0.013841005903418,-0.00421937865416711,-0.0268454712820133,-0.0309521348991533,0.0121210229281461,0.00438130188322416,-0.0394877590127398,0.000888111959997939,-0.032520255436517,-0.0177252180188029,-0.022663025129629,-0.0178565603695515,-0.0108493634859171,-0.0167686452886618,-0.0260582871331541,-0.0272298214396181,-0.00603934531569317,-0.0315882567400931,-0.00836815530688184,-0.0294626344251288,-0.0119046637854556,0.00232185859027445,-0.0719227926418292,-0.0913883639063909,-0.00714823824748256,0.00131216073802665,0.149425349078764,-0.0290729279514368,-0.0318989807890772,-0.0393941968614659,-0.0439831155726786,-0.00658711538272894,-0.0769242955037159,-0.0290156766277599,-0.00981802523866138,-0.0235696202531646
